id,title,release_date,popularity,vote_average,vote_count,overview
79234,Wandering Sagittarius,1993-06-06,0.008939,1.0,1.0,After discovering a time tunnel to 1960-ies a journalist decides to make some cash out of it.
191486,Поезд вне расписания,1986-05-12,1e-06,4.5,2.0,
63572,Without Family,1984-06-06,6e-06,0.0,0.0,"A story about an orphan boy, abandoned by his family. He was raised by his kind adopted mother, and was sold by his adopted father in hardship to a traveling man who eventually, became his teacher and a father-figure. With his teacher, he learned to play music and perform on the street with 3 intelligent dogs and a monkey. He traveled through the towns of France, and through life twist and turn, eventually, lead to the ultimate search for his real family."
27316,Into the Mirror,2003-08-14,2.424021,6.1,23.0,"Woo Yeong-min retired from the police force after trying to save his partner and causing his death. After a series of mysterious deaths in the shopping mall in which his uncle has allowed him to work as a security guard prior to its reopening, he must face both his own fear of mirrors and the mystery surrounding the fire that closed down the mall."
33045,Parasite Eve,1997-01-01,0.888421,5.9,6.0,"Toshiaki Nagashima is a biologist who is doing major research on mitochondria. When his beautiful young wife is tragically involved in a car accident which leaves her brain dead, in desperation he steals her liver from her body in order to recieve the mitochondria from it to resurrect his wife from the dead. The killer mitochondria takes the form of his assistant."
19159,Dancehall Queen,1997-10-10,0.395636,7.8,4.0,"Street vendor Marcia is scraping together a living in the ghetto section of Kingston, Jamaica. Her young daughter is being hounded by a rich sugar daddy who has been supporting the family; her brother's life is being threatened by a local thug. So, when the licentious patron threatens to abandon the family, and her brother breaks down under pressure, Marcia hits bottom. She needs to escape to a haven where she can get lost in fantasy; Marcia, don in sex-me-up clothing and outrageous glamour, finds refuge in the beats of the very dance hall outside of which she normally vends."
95647,The Stone Raft,2002-09-19,0.417025,5.6,4.0,"An inexplicable crack in the Pyrenees Mountains provokes excitement and scientific curiosity. As the geological fracture deepens and widens, the European community begins to disassociate itself from the calamity, and panic ensues among tourists and residents attempting to escape. When Spain and Portugal physically separate from the continent, the detached Iberian peninsula aimlessly floats off to sea, becoming home to a group of god-like humans."
176807,O Delfim,2002-03-13,0.634022,6.3,3.0,"A wealthy landowner, ""The Dauphin,"" enjoys a decadent life of hunting, drinking, and womanizing. He oversees his estate, the Laguna, with his barren wife, his one-armed manservant, and his treasured guard dog. When a sportsman (the film’s narrator) comes to the estate for his annual duck-hunting excursion, he discovers the body of the landowner’s wife floating in the lagoon and the manservant dead on his master’s bed. The Dauphin and his dog are nowhere to be found except for the mysterious barking sounds heard over the lagoon."
167707,A Bee in the Rain,1972-04-13,0.405918,6.2,3.0,"This Portuguese drama examines the daily life minutiae and intrigues of two scions of society in the rural village where they live. One is a wealthy landowner, the other a widowed aristocrat who lives in a world of her own."
382200,Setoutsumi,2016-07-02,1.304027,8.0,1.0,"The story revolves around Kansai-area high school boys Seto and Utsumi, particularly their completely normal but comedic chats after school.  The manga was nominated for the 18th Annual Tezuka Osamu Cultural Prize ""Reader Award"" in 2014."
239845,The Patrol,2013-10-04,0.700185,3.5,5.0,"Afghanistan, 2006, Helmand Province becomes one of the most dangerous places on Earth as the British Army is deployed into the Taliban heartland. The Operation, Herrick, became synonymous with the struggle as British troops fought a losing battle against this unseen enemy."
397422,Rough Night,2017-06-15,24.317924,5.6,336.0,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most."
399612,Realive,2016-12-13,3.493907,5.8,37.0,"Marc, a successful, ambitious man, is diagnosed with terminal cancer, and is given a few months to live.  Unable to accept death, he decides to cryogenically freeze himself. The love of his life is devastated. Seventy years later, Marc becomes the first cryogenic resuscitated person in history. But this doesn't happen in the idealized way he dreamt of."
339161,Catching the Sun,2015-06-12,0.03158,0.0,0.0,"Through interwoven character dramas spanning the U.S. and China, Catching the Sun explores the global economic race to lead the clean energy future. ."
233208,Warhouse,2013-10-28,0.95326,3.2,10.0,"Royal Marine A.J Budd awakes in a mysterious house and is forced to fight for his life everyday against grotesque inhuman opponents. Trapped alone in an unchanging prison of unbreakable routines, he must kill every day or die himself. As days stretch into years, the isolation and unceasing violence threaten his very soul."
31380,Time Chasers,1994-03-17,0.437263,2.7,10.0,"An inventor comes up with a time machine, but must prevent its abuse at the hands of an evil C.E.O."
31282,I Accuse My Parents,1944-10-27,0.616123,2.9,8.0,"Ignored by his alcoholic parents, Jimmy Wilson starts hanging around with some shady characters. After falling in love with a lounge singer, Jimmy tries to impress her by doing jobs for her shady boss. After one of these jobs goes bad, Jimmy ends up on the run. Eventually, he must confront the truth, his past, and his parents. The judge cites parental neglect in the case of a teenager (John Miljan) charged with murder."
401698,Hidden Kisses,2016-08-24,2.187098,7.5,43.0,"Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection."
381518,Mindhorn,2017-05-05,5.760089,6.4,63.0,"A washed up actor who played Mindhorn, a secret agent with a bionic eye, returns to the Isle of Man, the area where his most famous role was set, to help catch a killer."
35967,Baptism of Blood,2006-01-01,0.125059,7.7,3.0,"In São Paulo, in the late 1960s, the convent of the Dominican friars became a trench of resistance to the military dictatorship that governs Brazil. Moved by Christian ideals, frets Betto, Oswaldo, Fernando, Ivo and Tito came to support the guerrilla group Ação Libertadora Nacional, commanded by Carlos Marighella."
127803,3 Times a Charm,2011-01-01,0.791178,4.9,11.0,
398798,The Night Watchmen,2016-09-01,4.074173,4.4,19.0,"Three inept night watchmen, aided by a young rookie and a fearless tabloid journalist, fight an epic battle to save their lives. A mistaken warehouse delivery unleashes a horde of hungry vampires, and these unlikely heroes must not only save themselves but also stop the scourge that threatens to take over the city of Baltimore."
450530,Oasis,2017-03-17,0.353742,7.0,2.0,A Scottish chaplain embarks on an epic journey through space. Based on Michel Faber's 'The Book Of Strange New Things'.
447818,Generation Iron 2,2017-05-12,2.004971,8.3,7.0,"From the director of Generation Iron, comes the anticipated sequel that will depict 5 of the top bodybuilding and fitness mega-stars on a quest of achieving the ultimate physique and taking it to the next extreme level. In the world of social media and internet, the rules have changed as to what makes an iconic bodybuilding mass-monster. Starring Kai Greene, Calum Von Moger, Rich Piana, among others, this film will explore an all new generation of bodybuilders and how this new world, and new people, carve their own path to physique perfection."
26358,Phoenix,1995-01-01,0.387806,3.0,2.0,"When a mining colony is taken over by genetically altered androids, an elite attack team is sent in to take down the android leader."
417820,Miss Saigon: 25th Anniversary,2016-09-22,1.932469,8.9,10.0,"The 25th Anniversary performance – filmed at London's Prince Edward Theatre in 2014 – of the epic musical tale of a young Vietnamese bar girl, Kim, who falls in love with Chris, an American GI.  But their lives are torn apart by the fall of Saigon."
